trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1463,False,"{'a': 0.5, 'e': 0.053611054044221465}",20,16,8.062614396862031,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.5, 'e': 0.053503939086795439}",25,12,23.729189092119825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,11,16.419541905060445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.5, 'e': 0.053290350791822524}",20,16,7.400855491836607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.5, 'e': 0.053183876599922159}",25,5,18.662916161556097,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1468,False,"{'a': 0.5, 'e': 0.053077615143599134}",25,20,9.879416548308534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.5, 'e': 0.052971565997807425}",20,0,3.259023456338088,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1470,False,"{'a': 0.5, 'e': 0.052865728738350368}",20,0,21.863347636034707,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.5, 'e': 0.052760102941878724}",20,16,8.720993392787099,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.5, 'e': 0.052654688185889212}",20,15,9.344692101801694,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.5, 'e': 0.052549484048722638}",35,15,39.184862044243815,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.5, 'e': 0.052444490109562342}",25,18,12.487152712846537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.5, 'e': 0.052339705948432381}",20,10,19.471412593689333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.5, 'e': 0.052235131146196032}",20,1,19.440606879692176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1477,False,"{'a': 0.5, 'e': 0.05213076528455389}",25,14,15.797093223902456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.5, 'e': 0.052026607946042414}",30,0,22.239919574709244,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1479,False,"{'a': 0.5, 'e': 0.051922658714032073}",30,7,24.66383794964942,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1480,False,"{'a': 0.5, 'e': 0.051818917172725833}",25,9,29.600661539507268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.5, 'e': 0.05171538290715736}",30,15,28.86091465608434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.5, 'e': 0.051612055503189487}",25,17,14.097396531890633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.5, 'e': 0.051508934547512424}",20,12,15.937735243693771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.5, 'e': 0.051406019627642255}",25,13,24.02045199242642,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.5, 'e': 0.051303310331919108}",20,12,14.274592699083511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.5, 'e': 0.051200806249505723}",20,16,8.567430020893415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.5, 'e': 0.051098506970385579}",20,12,2.201082135505847,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1488,False,"{'a': 0.5, 'e': 0.050996412085361466}",25,20,9.11210904884317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.5, 'e': 0.050894521186053671}",20,10,16.441492582587887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.5, 'e': 0.050792833864898503}",20,0,20.091710453261413,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1491,False,"{'a': 0.5, 'e': 0.050691349715146494}",20,6,-29.01682030833828,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1492,False,"{'a': 0.5, 'e': 0.050590068330860959}",20,7,21.845229312195233,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.5, 'e': 0.050488989306916171}",20,14,9.641487152446333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.5, 'e': 0.050388112238995961}",20,1,28.064108632191957,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,10,26.839027039486457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.5, 'e': 0.050186962358001734}",25,15,18.222132120784572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.5, 'e': 0.050086688740327928}",30,6,44.68603733629708,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.5, 'e': 0.049986615469475894}",20,6,22.402359734627794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,25.66153577974431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,14.896203556781666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,15,9.620007968072155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,13.52410446042168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,20.221693810889185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,18,20.67777008062172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,19,11.566727057862012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,21.07746008112358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,12,26.41779303139365,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,18,13.735089032763046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
